order_id,customer_id,order_date,order_value,signup_date,region,customer_segment,payment_id,payment_date,payment_status,total_tickets,last_ticket_date
624,52,2023-10-26,4073,2025-02-20,East,SMB,624,2023-10-29,PENDING,1.0,2026-01-20
625,52,2023-12-09,16243,2025-02-20,East,SMB,625,2023-12-12,FAILED,1.0,2026-01-20
626,52,2024-07-19,15798,2025-02-20,East,SMB,626,2024-07-20,SUCCESS,1.0,2026-01-20
627,52,2024-09-05,17867,2025-02-20,East,SMB,627,2024-09-06,SUCCESS,1.0,2026-01-20
628,52,2023-06-07,13833,2025-02-20,East,SMB,628,2023-06-10,SUCCESS,1.0,2026-01-20
629,52,2024-05-30,10080,2025-02-20,East,SMB,629,2024-06-01,SUCCESS,1.0,2026-01-20
630,52,2025-10-12,8407,2025-02-20,East,SMB,630,2025-10-15,SUCCESS,1.0,2026-01-20
631,52,2025-07-26,5505,2025-02-20,East,SMB,631,2025-07-26,SUCCESS,1.0,2026-01-20
632,52,2023-10-05,11983,2025-02-20,East,SMB,632,2023-10-05,SUCCESS,1.0,2026-01-20
633,52,2023-01-14,14966,2025-02-20,East,SMB,633,2023-01-17,SUCCESS,1.0,2026-01-20
634,52,2024-11-11,14448,2025-02-20,East,SMB,634,2024-11-13,SUCCESS,1.0,2026-01-20
635,53,2025-06-20,31937,2025-12-19,West,Enterprise,635,2025-06-20,SUCCESS,0.0,
636,53,2025-05-31,48954,2025-12-19,West,Enterprise,636,2025-06-01,SUCCESS,0.0,
637,53,2023-10-06,29689,2025-12-19,West,Enterprise,637,2023-10-08,SUCCESS,0.0,
638,53,2024-10-18,49532,2025-12-19,West,Enterprise,638,2024-10-20,SUCCESS,0.0,
639,53,2024-02-16,41392,2025-12-19,West,Enterprise,639,2024-02-18,SUCCESS,0.0,
640,53,2024-10-05,21641,2025-12-19,West,Enterprise,640,2024-10-07,SUCCESS,0.0,
641,53,2025-03-26,30915,2025-12-19,West,Enterprise,641,2025-03-29,SUCCESS,0.0,
642,53,2024-08-19,42178,2025-12-19,West,Enterprise,642,2024-08-22,SUCCESS,0.0,
643,53,2024-05-11,31357,2025-12-19,West,Enterprise,643,2024-05-11,SUCCESS,0.0,
644,53,2025-02-09,28369,2025-12-19,West,Enterprise,644,2025-02-10,SUCCESS,0.0,
645,54,2025-01-17,17463,2023-01-24,South,Enterprise,645,2025-01-18,FAILED,6.0,2026-01-02
646,54,2024-02-14,48812,2023-01-24,South,Enterprise,646,2024-02-16,SUCCESS,6.0,2026-01-02
647,54,2026-01-22,21791,2023-01-24,South,Enterprise,647,2026-01-25,SUCCESS,6.0,2026-01-02
648,54,2026-01-31,11763,2023-01-24,South,Enterprise,648,2026-02-03,SUCCESS,6.0,2026-01-02
649,54,2025-08-03,23739,2023-01-24,South,Enterprise,649,2025-08-03,SUCCESS,6.0,2026-01-02
650,54,2025-06-16,29092,2023-01-24,South,Enterprise,650,2025-06-18,SUCCESS,6.0,2026-01-02
651,54,2023-05-22,36813,2023-01-24,South,Enterprise,651,2023-05-25,SUCCESS,6.0,2026-01-02
652,54,2025-10-19,19121,2023-01-24,South,Enterprise,652,2025-10-20,SUCCESS,6.0,2026-01-02
653,54,2024-09-12,25861,2023-01-24,South,Enterprise,653,2024-09-15,FAILED,6.0,2026-01-02
654,54,2024-06-01,20101,2023-01-24,South,Enterprise,654,2024-06-02,SUCCESS,6.0,2026-01-02
655,54,2025-05-16,34706,2023-01-24,South,Enterprise,655,2025-05-19,PENDING,6.0,2026-01-02
656,55,2025-07-08,17703,2024-06-30,West,SMB,656,2025-07-08,SUCCESS,1.0,2024-12-26
657,55,2025-03-31,19510,2024-06-30,West,SMB,657,2025-03-31,SUCCESS,1.0,2024-12-26
658,55,2025-11-03,15706,2024-06-30,West,SMB,658,2025-11-06,SUCCESS,1.0,2024-12-26
659,55,2026-01-18,3204,2024-06-30,West,SMB,659,2026-01-19,SUCCESS,1.0,2024-12-26
660,55,2025-01-06,19593,2024-06-30,West,SMB,660,2025-01-07,SUCCESS,1.0,2024-12-26
661,55,2023-06-24,5583,2024-06-30,West,SMB,661,2023-06-24,SUCCESS,1.0,2024-12-26
662,55,2024-05-23,13632,2024-06-30,West,SMB,662,2024-05-25,PENDING,1.0,2024-12-26
663,55,2023-12-07,3451,2024-06-30,West,SMB,663,2023-12-08,SUCCESS,1.0,2024-12-26
664,55,2025-03-29,12865,2024-06-30,West,SMB,664,2025-03-30,SUCCESS,1.0,2024-12-26
665,55,2025-05-31,5471,2024-06-30,West,SMB,665,2025-06-03,SUCCESS,1.0,2024-12-26
666,55,2023-01-22,5231,2024-06-30,West,SMB,666,2023-01-25,SUCCESS,1.0,2024-12-26
667,55,2024-06-13,9274,2024-06-30,West,SMB,667,2024-06-15,SUCCESS,1.0,2024-12-26
668,55,2025-11-11,18999,2024-06-30,West,SMB,668,2025-11-12,SUCCESS,1.0,2024-12-26
669,55,2024-03-28,16607,2024-06-30,West,SMB,669,2024-03-31,SUCCESS,1.0,2024-12-26
670,55,2025-02-05,14816,2024-06-30,West,SMB,670,2025-02-07,SUCCESS,1.0,2024-12-26
671,55,2025-08-06,18399,2024-06-30,West,SMB,671,2025-08-08,SUCCESS,1.0,2024-12-26
672,55,2023-11-05,13303,2024-06-30,West,SMB,672,2023-11-07,SUCCESS,1.0,2024-12-26
673,55,2023-02-20,17819,2024-06-30,West,SMB,673,2023-02-20,SUCCESS,1.0,2024-12-26
674,55,2023-08-03,11680,2024-06-30,West,SMB,674,2023-08-05,SUCCESS,1.0,2024-12-26
675,55,2025-05-01,4813,2024-06-30,West,SMB,675,2025-05-04,PENDING,1.0,2024-12-26
676,55,2023-08-26,6642,2024-06-30,West,SMB,676,2023-08-27,SUCCESS,1.0,2024-12-26
677,55,2024-12-14,12220,2024-06-30,West,SMB,677,2024-12-17,SUCCESS,1.0,2024-12-26
678,56,2025-07-21,23557,2023-08-17,West,Enterprise,678,2025-07-24,SUCCESS,6.0,2025-12-01
679,56,2025-12-03,41649,2023-08-17,West,Enterprise,679,2025-12-06,SUCCESS,6.0,2025-12-01
680,56,2024-12-14,41205,2023-08-17,West,Enterprise,680,2024-12-16,FAILED,6.0,2025-12-01
681,56,2023-07-19,38715,2023-08-17,West,Enterprise,681,2023-07-22,SUCCESS,6.0,2025-12-01
682,56,2025-07-15,30900,2023-08-17,West,Enterprise,682,2025-07-16,SUCCESS,6.0,2025-12-01
683,56,2023-05-18,29678,2023-08-17,West,Enterprise,683,2023-05-19,SUCCESS,6.0,2025-12-01
684,56,2023-04-02,17542,2023-08-17,West,Enterprise,684,2023-04-05,SUCCESS,6.0,2025-12-01
685,56,2023-02-16,32483,2023-08-17,West,Enterprise,685,2023-02-18,FAILED,6.0,2025-12-01
686,56,2023-08-12,20771,2023-08-17,West,Enterprise,686,2023-08-12,SUCCESS,6.0,2025-12-01
687,56,2024-05-14,43816,2023-08-17,West,Enterprise,687,2024-05-16,SUCCESS,6.0,2025-12-01
688,57,2023-11-24,3211,2025-06-09,North,Individual,688,2023-11-27,SUCCESS,0.0,
689,58,2025-05-23,4285,2025-07-18,South,Individual,689,2025-05-24,PENDING,7.0,2025-09-17
690,58,2024-04-19,3818,2025-07-18,South,Individual,690,2024-04-19,SUCCESS,7.0,2025-09-17
691,58,2024-01-13,2026,2025-07-18,South,Individual,691,2024-01-16,FAILED,7.0,2025-09-17
692,58,2025-06-04,3740,2025-07-18,South,Individual,692,2025-06-07,SUCCESS,7.0,2025-09-17
693,58,2023-03-01,2116,2025-07-18,South,Individual,693,2023-03-04,SUCCESS,7.0,2025-09-17
694,58,2025-07-09,4018,2025-07-18,South,Individual,694,2025-07-12,SUCCESS,7.0,2025-09-17
695,58,2025-03-07,536,2025-07-18,South,Individual,695,2025-03-08,SUCCESS,7.0,2025-09-17
696,58,2024-03-15,2185,2025-07-18,South,Individual,696,2024-03-15,SUCCESS,7.0,2025-09-17
697,58,2024-07-24,1012,2025-07-18,South,Individual,697,2024-07-25,SUCCESS,7.0,2025-09-17
698,58,2023-07-28,4898,2025-07-18,South,Individual,698,2023-07-29,SUCCESS,7.0,2025-09-17
699,58,2024-01-18,3496,2025-07-18,South,Individual,699,2024-01-18,SUCCESS,7.0,2025-09-17
700,58,2024-10-29,2114,2025-07-18,South,Individual,700,2024-11-01,SUCCESS,7.0,2025-09-17
701,58,2025-07-26,1433,2025-07-18,South,Individual,701,2025-07-26,SUCCESS,7.0,2025-09-17
702,59,2025-09-29,4823,2024-06-23,North,Individual,702,2025-10-01,PENDING,3.0,2025-06-05
703,59,2024-10-03,3683,2024-06-23,North,Individual,703,2024-10-04,FAILED,3.0,2025-06-05
704,59,2025-03-14,1435,2024-06-23,North,Individual,704,2025-03-15,FAILED,3.0,2025-06-05
705,59,2024-12-13,3383,2024-06-23,North,Individual,705,2024-12-16,PENDING,3.0,2025-06-05
706,59,2025-07-26,1913,2024-06-23,North,Individual,706,2025-07-26,SUCCESS,3.0,2025-06-05
707,59,2024-09-01,1194,2024-06-23,North,Individual,707,2024-09-03,SUCCESS,3.0,2025-06-05
708,59,2023-10-02,3065,2024-06-23,North,Individual,708,2023-10-02,SUCCESS,3.0,2025-06-05
709,59,2023-08-30,2454,2024-06-23,North,Individual,709,2023-09-02,SUCCESS,3.0,2025-06-05
710,59,2024-09-17,1458,2024-06-23,North,Individual,710,2024-09-18,SUCCESS,3.0,2025-06-05
711,59,2024-01-10,3558,2024-06-23,North,Individual,711,2024-01-11,SUCCESS,3.0,2025-06-05
712,59,2023-10-17,4684,2024-06-23,North,Individual,712,2023-10-20,SUCCESS,3.0,2025-06-05
713,59,2025-03-06,3926,2024-06-23,North,Individual,713,2025-03-08,SUCCESS,3.0,2025-06-05
714,59,2023-10-10,3643,2024-06-23,North,Individual,714,2023-10-11,SUCCESS,3.0,2025-06-05
715,59,2025-05-16,2021,2024-06-23,North,Individual,715,2025-05-17,SUCCESS,3.0,2025-06-05
716,59,2025-09-23,4902,2024-06-23,North,Individual,716,2025-09-26,SUCCESS,3.0,2025-06-05
717,59,2023-12-21,1866,2024-06-23,North,Individual,717,2023-12-22,SUCCESS,3.0,2025-06-05
718,59,2025-09-29,2866,2024-06-23,North,Individual,718,2025-10-01,SUCCESS,3.0,2025-06-05
719,59,2023-10-15,2032,2024-06-23,North,Individual,719,2023-10-16,SUCCESS,3.0,2025-06-05
720,59,2024-10-06,4194,2024-06-23,North,Individual,720,2024-10-08,SUCCESS,3.0,2025-06-05
721,59,2023-04-20,3441,2024-06-23,North,Individual,721,2023-04-20,FAILED,3.0,2025-06-05
722,59,2023-01-20,4469,2024-06-23,North,Individual,722,2023-01-20,PENDING,3.0,2025-06-05
723,59,2023-10-07,2098,2024-06-23,North,Individual,723,2023-10-08,SUCCESS,3.0,2025-06-05
724,59,2025-02-25,4640,2024-06-23,North,Individual,724,2025-02-28,SUCCESS,3.0,2025-06-05
725,59,2025-10-10,3851,2024-06-23,North,Individual,725,2025-10-13,SUCCESS,3.0,2025-06-05
726,59,2025-10-04,3904,2024-06-23,North,Individual,726,2025-10-05,SUCCESS,3.0,2025-06-05
727,59,2025-06-28,4503,2024-06-23,North,Individual,727,2025-07-01,SUCCESS,3.0,2025-06-05
728,59,2023-12-09,1177,2024-06-23,North,Individual,728,2023-12-10,SUCCESS,3.0,2025-06-05
729,59,2023-03-05,2306,2024-06-23,North,Individual,729,2023-03-06,SUCCESS,3.0,2025-06-05
730,60,2023-03-08,2751,2025-11-05,South,Individual,730,2023-03-11,SUCCESS,4.0,2025-04-16
731,60,2024-04-05,4904,2025-11-05,South,Individual,731,2024-04-05,SUCCESS,4.0,2025-04-16
732,60,2024-08-14,1877,2025-11-05,South,Individual,732,2024-08-16,SUCCESS,4.0,2025-04-16
733,60,2025-07-25,4557,2025-11-05,South,Individual,733,2025-07-26,SUCCESS,4.0,2025-04-16
734,60,2026-01-30,4684,2025-11-05,South,Individual,734,2026-01-31,SUCCESS,4.0,2025-04-16
735,60,2023-08-20,1435,2025-11-05,South,Individual,735,2023-08-23,SUCCESS,4.0,2025-04-16
736,60,2024-07-02,4949,2025-11-05,South,Individual,736,2024-07-02,SUCCESS,4.0,2025-04-16
737,60,2025-01-21,4940,2025-11-05,South,Individual,737,2025-01-21,SUCCESS,4.0,2025-04-16
738,60,2023-03-27,4115,2025-11-05,South,Individual,738,2023-03-27,SUCCESS,4.0,2025-04-16
739,61,2024-03-23,3982,2024-09-03,North,Individual,739,2024-03-26,SUCCESS,0.0,
740,61,2023-07-29,2527,2024-09-03,North,Individual,740,2023-08-01,SUCCESS,0.0,
741,61,2024-09-01,764,2024-09-03,North,Individual,741,2024-09-04,SUCCESS,0.0,
742,61,2025-07-10,2652,2024-09-03,North,Individual,742,2025-07-10,SUCCESS,0.0,
743,61,2024-12-14,1212,2024-09-03,North,Individual,743,2024-12-17,SUCCESS,0.0,
744,61,2025-06-18,1461,2024-09-03,North,Individual,744,2025-06-20,SUCCESS,0.0,
745,61,2024-04-30,2219,2024-09-03,North,Individual,745,2024-04-30,SUCCESS,0.0,
746,61,2024-12-19,4007,2024-09-03,North,Individual,746,2024-12-19,SUCCESS,0.0,
747,61,2023-12-06,1640,2024-09-03,North,Individual,747,2023-12-09,SUCCESS,0.0,
748,61,2024-02-28,2195,2024-09-03,North,Individual,748,2024-03-02,SUCCESS,0.0,
749,61,2023-05-02,3373,2024-09-03,North,Individual,749,2023-05-02,SUCCESS,0.0,
750,61,2025-12-26,2802,2024-09-03,North,Individual,750,2025-12-28,SUCCESS,0.0,
751,61,2026-01-08,1879,2024-09-03,North,Individual,751,2026-01-11,SUCCESS,0.0,
752,62,2024-08-22,2870,2023-11-10,West,Individual,752,2024-08-22,SUCCESS,1.0,2025-06-01
753,62,2024-07-01,4714,2023-11-10,West,Individual,753,2024-07-03,SUCCESS,1.0,2025-06-01
754,63,2023-07-15,6442,2023-11-27,South,SMB,754,2023-07-18,SUCCESS,4.0,2025-08-06
755,63,2025-04-22,3942,2023-11-27,South,SMB,755,2025-04-25,SUCCESS,4.0,2025-08-06
756,63,2024-07-21,6157,2023-11-27,South,SMB,756,2024-07-24,SUCCESS,4.0,2025-08-06
757,63,2023-09-29,10181,2023-11-27,South,SMB,757,2023-09-29,SUCCESS,4.0,2025-08-06
758,63,2023-10-27,12554,2023-11-27,South,SMB,758,2023-10-27,FAILED,4.0,2025-08-06
759,63,2024-05-21,14868,2023-11-27,South,SMB,759,2024-05-22,SUCCESS,4.0,2025-08-06
760,63,2025-09-29,6658,2023-11-27,South,SMB,760,2025-10-01,SUCCESS,4.0,2025-08-06
761,63,2024-07-04,15573,2023-11-27,South,SMB,761,2024-07-04,SUCCESS,4.0,2025-08-06
762,63,2025-02-07,16810,2023-11-27,South,SMB,762,2025-02-08,SUCCESS,4.0,2025-08-06
763,63,2023-06-04,5050,2023-11-27,South,SMB,763,2023-06-06,SUCCESS,4.0,2025-08-06
764,63,2025-04-05,18895,2023-11-27,South,SMB,764,2025-04-08,SUCCESS,4.0,2025-08-06
765,63,2024-07-23,14093,2023-11-27,South,SMB,765,2024-07-25,SUCCESS,4.0,2025-08-06
766,63,2025-07-20,17992,2023-11-27,South,SMB,766,2025-07-21,SUCCESS,4.0,2025-08-06
767,63,2024-11-01,2081,2023-11-27,South,SMB,767,2024-11-02,SUCCESS,4.0,2025-08-06
768,63,2023-07-10,17022,2023-11-27,South,SMB,768,2023-07-13,SUCCESS,4.0,2025-08-06
769,64,2025-01-03,1018,2024-10-25,East,Individual,769,2025-01-04,SUCCESS,0.0,
770,64,2025-12-30,3758,2024-10-25,East,Individual,770,2026-01-01,SUCCESS,0.0,
771,64,2024-03-22,4019,2024-10-25,East,Individual,771,2024-03-22,SUCCESS,0.0,
772,64,2024-03-09,4552,2024-10-25,East,Individual,772,2024-03-11,PENDING,0.0,
773,64,2024-07-03,3144,2024-10-25,East,Individual,773,2024-07-03,SUCCESS,0.0,
774,64,2024-08-03,3266,2024-10-25,East,Individual,774,2024-08-06,SUCCESS,0.0,
775,64,2026-01-25,1569,2024-10-25,East,Individual,775,2026-01-28,SUCCESS,0.0,
776,64,2025-09-20,3315,2024-10-25,East,Individual,776,2025-09-21,SUCCESS,0.0,
777,64,2023-04-10,876,2024-10-25,East,Individual,777,2023-04-12,SUCCESS,0.0,
778,64,2023-07-23,4264,2024-10-25,East,Individual,778,2023-07-25,SUCCESS,0.0,
779,64,2023-02-03,1517,2024-10-25,East,Individual,779,2023-02-05,SUCCESS,0.0,
780,64,2023-11-20,4115,2024-10-25,East,Individual,780,2023-11-23,SUCCESS,0.0,
781,64,2025-07-23,505,2024-10-25,East,Individual,781,2025-07-25,PENDING,0.0,
782,64,2025-05-26,2157,2024-10-25,East,Individual,782,2025-05-29,SUCCESS,0.0,
783,64,2023-09-28,2972,2024-10-25,East,Individual,783,2023-09-30,SUCCESS,0.0,
784,65,2024-07-15,1264,2023-02-09,South,Individual,784,2024-07-17,FAILED,6.0,2026-01-03
785,65,2025-01-08,2551,2023-02-09,South,Individual,785,2025-01-08,SUCCESS,6.0,2026-01-03
786,65,2023-06-18,3546,2023-02-09,South,Individual,786,2023-06-19,FAILED,6.0,2026-01-03
787,65,2023-12-05,924,2023-02-09,South,Individual,787,2023-12-06,SUCCESS,6.0,2026-01-03
788,65,2025-03-22,3002,2023-02-09,South,Individual,788,2025-03-24,SUCCESS,6.0,2026-01-03
789,65,2024-04-24,4016,2023-02-09,South,Individual,789,2024-04-24,SUCCESS,6.0,2026-01-03
790,65,2023-07-06,1279,2023-02-09,South,Individual,790,2023-07-07,SUCCESS,6.0,2026-01-03
791,65,2023-01-03,2248,2023-02-09,South,Individual,791,2023-01-05,SUCCESS,6.0,2026-01-03
792,65,2025-09-03,1138,2023-02-09,South,Individual,792,2025-09-05,SUCCESS,6.0,2026-01-03
793,65,2023-09-29,2352,2023-02-09,South,Individual,793,2023-10-01,SUCCESS,6.0,2026-01-03
794,65,2025-11-29,4145,2023-02-09,South,Individual,794,2025-12-01,SUCCESS,6.0,2026-01-03
795,65,2023-01-20,566,2023-02-09,South,Individual,795,2023-01-21,SUCCESS,6.0,2026-01-03
796,65,2024-12-04,1487,2023-02-09,South,Individual,796,2024-12-06,SUCCESS,6.0,2026-01-03
797,65,2025-05-14,1582,2023-02-09,South,Individual,797,2025-05-17,PENDING,6.0,2026-01-03
798,65,2025-09-05,1080,2023-02-09,South,Individual,798,2025-09-08,PENDING,6.0,2026-01-03
799,65,2024-04-13,3638,2023-02-09,South,Individual,799,2024-04-15,SUCCESS,6.0,2026-01-03
800,65,2023-07-02,1339,2023-02-09,South,Individual,800,2023-07-03,SUCCESS,6.0,2026-01-03
801,65,2023-07-31,3066,2023-02-09,South,Individual,801,2023-08-01,SUCCESS,6.0,2026-01-03
802,65,2025-01-22,2951,2023-02-09,South,Individual,802,2025-01-23,SUCCESS,6.0,2026-01-03
803,65,2023-10-08,3635,2023-02-09,South,Individual,803,2023-10-10,SUCCESS,6.0,2026-01-03
804,65,2023-09-30,1670,2023-02-09,South,Individual,804,2023-10-03,SUCCESS,6.0,2026-01-03
805,65,2023-05-21,4845,2023-02-09,South,Individual,805,2023-05-23,SUCCESS,6.0,2026-01-03
806,65,2023-01-18,1844,2023-02-09,South,Individual,806,2023-01-19,SUCCESS,6.0,2026-01-03
807,65,2025-06-20,3376,2023-02-09,South,Individual,807,2025-06-20,SUCCESS,6.0,2026-01-03
808,65,2024-03-12,1740,2023-02-09,South,Individual,808,2024-03-13,SUCCESS,6.0,2026-01-03
809,66,2025-06-25,9118,2025-01-13,West,SMB,809,2025-06-27,SUCCESS,6.0,2025-06-01
810,66,2023-06-27,5292,2025-01-13,West,SMB,810,2023-06-28,PENDING,6.0,2025-06-01
811,67,2023-09-10,3645,2024-05-05,South,Individual,811,2023-09-10,SUCCESS,2.0,2026-01-04
812,67,2024-12-20,4017,2024-05-05,South,Individual,812,2024-12-22,SUCCESS,2.0,2026-01-04
813,67,2024-10-06,1645,2024-05-05,South,Individual,813,2024-10-08,SUCCESS,2.0,2026-01-04
814,67,2024-05-22,2768,2024-05-05,South,Individual,814,2024-05-25,SUCCESS,2.0,2026-01-04
815,67,2023-06-22,2532,2024-05-05,South,Individual,815,2023-06-25,SUCCESS,2.0,2026-01-04
816,67,2024-08-06,719,2024-05-05,South,Individual,816,2024-08-07,SUCCESS,2.0,2026-01-04
817,67,2024-09-09,2183,2024-05-05,South,Individual,817,2024-09-11,SUCCESS,2.0,2026-01-04
818,68,2025-11-09,8181,2024-05-08,South,SMB,818,2025-11-10,SUCCESS,3.0,2025-07-07
819,68,2025-03-13,11684,2024-05-08,South,SMB,819,2025-03-15,SUCCESS,3.0,2025-07-07
820,68,2023-04-22,9842,2024-05-08,South,SMB,820,2023-04-24,SUCCESS,3.0,2025-07-07
821,68,2025-10-10,14644,2024-05-08,South,SMB,821,2025-10-13,PENDING,3.0,2025-07-07
822,68,2023-08-19,9899,2024-05-08,South,SMB,822,2023-08-22,SUCCESS,3.0,2025-07-07
823,68,2025-10-20,4326,2024-05-08,South,SMB,823,2025-10-21,SUCCESS,3.0,2025-07-07
824,68,2025-12-17,2395,2024-05-08,South,SMB,824,2025-12-20,FAILED,3.0,2025-07-07
825,68,2025-01-09,12370,2024-05-08,South,SMB,825,2025-01-10,SUCCESS,3.0,2025-07-07
826,68,2023-09-28,14675,2024-05-08,South,SMB,826,2023-10-01,SUCCESS,3.0,2025-07-07
827,68,2025-05-11,13973,2024-05-08,South,SMB,827,2025-05-14,SUCCESS,3.0,2025-07-07
828,68,2026-01-23,7661,2024-05-08,South,SMB,828,2026-01-23,SUCCESS,3.0,2025-07-07
829,68,2025-08-22,4391,2024-05-08,South,SMB,829,2025-08-22,PENDING,3.0,2025-07-07
830,68,2023-02-04,4212,2024-05-08,South,SMB,830,2023-02-06,SUCCESS,3.0,2025-07-07
831,69,2024-06-20,2267,2023-06-25,East,Individual,831,2024-06-21,FAILED,5.0,2026-01-07
832,69,2023-03-23,995,2023-06-25,East,Individual,832,2023-03-25,SUCCESS,5.0,2026-01-07
833,69,2025-03-26,4650,2023-06-25,East,Individual,833,2025-03-27,SUCCESS,5.0,2026-01-07
834,69,2024-08-09,4604,2023-06-25,East,Individual,834,2024-08-10,SUCCESS,5.0,2026-01-07
835,69,2025-04-30,3969,2023-06-25,East,Individual,835,2025-05-01,SUCCESS,5.0,2026-01-07
836,70,2023-06-18,45164,2023-05-22,North,Enterprise,836,2023-06-20,SUCCESS,1.0,2024-07-23
837,70,2026-01-06,20006,2023-05-22,North,Enterprise,837,2026-01-06,SUCCESS,1.0,2024-07-23
838,71,2023-06-21,12155,2023-09-20,East,SMB,838,2023-06-22,SUCCESS,6.0,2026-01-16
839,71,2023-06-11,18754,2023-09-20,East,SMB,839,2023-06-13,PENDING,6.0,2026-01-16
840,72,2023-11-15,4894,2023-12-05,West,Individual,840,2023-11-18,SUCCESS,2.0,2024-12-11
841,72,2024-10-31,3700,2023-12-05,West,Individual,841,2024-11-03,SUCCESS,2.0,2024-12-11
842,72,2023-05-16,3040,2023-12-05,West,Individual,842,2023-05-16,SUCCESS,2.0,2024-12-11
843,72,2025-06-14,2454,2023-12-05,West,Individual,843,2025-06-15,SUCCESS,2.0,2024-12-11
844,72,2023-04-29,2502,2023-12-05,West,Individual,844,2023-04-30,SUCCESS,2.0,2024-12-11
845,72,2023-06-26,4059,2023-12-05,West,Individual,845,2023-06-28,SUCCESS,2.0,2024-12-11
846,72,2023-08-26,4214,2023-12-05,West,Individual,846,2023-08-26,SUCCESS,2.0,2024-12-11
847,72,2023-04-23,3033,2023-12-05,West,Individual,847,2023-04-26,SUCCESS,2.0,2024-12-11
848,73,2023-12-26,1478,2025-12-16,East,Individual,848,2023-12-26,SUCCESS,9.0,2026-01-24
849,73,2023-01-26,1624,2025-12-16,East,Individual,849,2023-01-28,FAILED,9.0,2026-01-24
850,73,2023-01-24,1842,2025-12-16,East,Individual,850,2023-01-24,SUCCESS,9.0,2026-01-24
851,73,2025-10-13,3340,2025-12-16,East,Individual,851,2025-10-15,SUCCESS,9.0,2026-01-24
852,73,2025-12-07,4737,2025-12-16,East,Individual,852,2025-12-07,SUCCESS,9.0,2026-01-24
853,73,2024-06-14,1867,2025-12-16,East,Individual,853,2024-06-14,SUCCESS,9.0,2026-01-24
854,73,2025-01-31,1539,2025-12-16,East,Individual,854,2025-02-03,SUCCESS,9.0,2026-01-24
855,73,2024-07-04,1467,2025-12-16,East,Individual,855,2024-07-05,SUCCESS,9.0,2026-01-24
856,73,2023-03-02,3244,2025-12-16,East,Individual,856,2023-03-03,SUCCESS,9.0,2026-01-24
857,73,2025-05-29,2728,2025-12-16,East,Individual,857,2025-05-31,SUCCESS,9.0,2026-01-24
858,73,2025-12-08,1023,2025-12-16,East,Individual,858,2025-12-09,SUCCESS,9.0,2026-01-24
859,73,2024-06-22,1131,2025-12-16,East,Individual,859,2024-06-23,SUCCESS,9.0,2026-01-24
860,73,2025-10-13,4228,2025-12-16,East,Individual,860,2025-10-14,SUCCESS,9.0,2026-01-24
861,73,2025-11-12,3450,2025-12-16,East,Individual,861,2025-11-15,SUCCESS,9.0,2026-01-24
862,73,2023-04-24,4592,2025-12-16,East,Individual,862,2023-04-25,SUCCESS,9.0,2026-01-24
863,74,2025-01-23,7154,2024-03-09,North,SMB,863,2025-01-23,SUCCESS,1.0,2025-09-24
864,75,2023-07-30,5779,2024-09-30,East,SMB,864,2023-08-01,SUCCESS,1.0,2024-04-09
865,75,2024-04-12,18673,2024-09-30,East,SMB,865,2024-04-14,SUCCESS,1.0,2024-04-09
866,75,2023-01-06,3443,2024-09-30,East,SMB,866,2023-01-06,SUCCESS,1.0,2024-04-09
867,75,2023-01-26,10013,2024-09-30,East,SMB,867,2023-01-27,SUCCESS,1.0,2024-04-09
868,75,2023-04-05,17458,2024-09-30,East,SMB,868,2023-04-05,SUCCESS,1.0,2024-04-09
869,75,2025-01-15,14549,2024-09-30,East,SMB,869,2025-01-16,SUCCESS,1.0,2024-04-09
870,75,2023-11-04,7864,2024-09-30,East,SMB,870,2023-11-06,SUCCESS,1.0,2024-04-09
871,75,2023-03-14,15741,2024-09-30,East,SMB,871,2023-03-14,SUCCESS,1.0,2024-04-09
872,75,2024-04-04,12544,2024-09-30,East,SMB,872,2024-04-05,SUCCESS,1.0,2024-04-09
873,76,2025-05-02,12483,2025-02-03,East,SMB,873,2025-05-03,SUCCESS,2.0,2024-09-21
874,76,2024-07-09,4552,2025-02-03,East,SMB,874,2024-07-10,SUCCESS,2.0,2024-09-21
875,76,2025-02-02,5912,2025-02-03,East,SMB,875,2025-02-05,SUCCESS,2.0,2024-09-21
876,76,2025-10-25,3725,2025-02-03,East,SMB,876,2025-10-28,SUCCESS,2.0,2024-09-21
877,76,2024-01-03,9313,2025-02-03,East,SMB,877,2024-01-03,SUCCESS,2.0,2024-09-21
878,76,2025-11-22,3504,2025-02-03,East,SMB,878,2025-11-22,PENDING,2.0,2024-09-21
879,76,2025-04-01,4258,2025-02-03,East,SMB,879,2025-04-03,SUCCESS,2.0,2024-09-21
880,76,2025-08-10,11250,2025-02-03,East,SMB,880,2025-08-10,SUCCESS,2.0,2024-09-21
881,77,2024-11-01,4830,2025-11-25,East,SMB,881,2024-11-02,SUCCESS,0.0,
882,77,2025-07-24,2261,2025-11-25,East,SMB,882,2025-07-27,SUCCESS,0.0,
883,78,2024-02-15,2888,2023-09-05,North,Individual,883,2024-02-15,SUCCESS,0.0,
884,78,2024-09-14,2487,2023-09-05,North,Individual,884,2024-09-17,SUCCESS,0.0,
885,79,2025-01-24,4541,2024-04-05,South,Individual,885,2025-01-24,SUCCESS,3.0,2024-08-14
886,79,2024-02-05,4977,2024-04-05,South,Individual,886,2024-02-08,SUCCESS,3.0,2024-08-14
